student_id,gender,parental_education,family_income,internet_access,extra_classes,health_status,prev_score,study_hours_per_day,attendance_pct,sleep_hours,final_score,pass_fail
893,Female,Graduate,Low,No,No,Excellent,55.2,4.9,70.5,6.4,33.23,Fail
894,Male,Graduate,Medium,Yes,Yes,Good,87.9,10.5,94.7,5.2,63.82,Pass
895,Female,Graduate,High,No,No,Excellent,48.7,5.2,79.8,8.1,41.4,Fail
896,Male,Secondary,Medium,Yes,No,Good,73.6,3.9,77.9,6.5,50.04,Pass
897,Male,Secondary,High,Yes,Yes,Poor,67.3,6.3,55.9,7.2,46.47,Fail
898,Female,Primary,Medium,Yes,No,Average,80.9,5.5,79.3,,56.68,Pass
899,Male,Secondary,Medium,No,No,Good,52.0,5.3,62.5,7.5,40.33,Fail
900,Male,Secondary,High,Yes,Yes,Excellent,51.0,5.7,65.4,6.1,39.42,Fail
901,Male,Primary,High,Yes,No,Excellent,78.4,8.6,62.8,6.8,43.63,Fail
902,Male,Secondary,High,Yes,Yes,Average,68.4,2.2,59.0,8.1,40.14,Fail
903,Male,Graduate,Low,Yes,No,Average,38.8,5.4,100.0,7.9,40.97,Fail
904,Female,Graduate,Medium,No,Yes,Average,53.9,2.6,95.0,7.0,49.4,Fail
905,Male,Postgraduate,Low,Yes,No,Excellent,67.8,5.6,100.0,4.9,61.43,Pass
906,Female,Postgraduate,Medium,Yes,Yes,Excellent,74.6,2.7,56.7,10.0,50.73,Pass
907,Female,Graduate,Medium,No,No,Good,51.8,3.7,76.1,9.1,46.32,Fail
908,Male,Secondary,High,Yes,Yes,Good,20.0,3.9,55.6,7.9,26.41,Fail
909,Male,Graduate,High,Yes,No,Good,69.8,6.5,64.6,6.1,46.83,Fail
910,Male,Graduate,Medium,Yes,No,Good,43.7,6.3,61.2,6.9,35.34,Fail
911,Female,Primary,Low,No,No,Average,31.7,2.0,93.6,6.3,29.51,Fail
912,Male,Secondary,High,Yes,No,Good,20.0,4.6,69.1,8.5,35.79,Fail
913,Female,Graduate,Low,Yes,No,Poor,74.2,3.1,91.0,,52.65,Pass
914,Male,Secondary,Medium,Yes,No,Average,63.9,,84.1,6.1,43.29,Fail
915,Female,Graduate,Low,Yes,No,Excellent,58.6,4.1,100.0,6.4,47.63,Fail
916,Male,Graduate,Medium,Yes,No,Good,82.8,3.9,52.8,8.3,43.93,Fail
917,Male,Primary,High,Yes,No,Good,71.6,9.4,93.9,8.9,59.71,Pass
918,Female,Secondary,Low,Yes,Yes,Good,86.2,5.4,92.2,8.8,65.88,Pass
919,Female,Secondary,Medium,Yes,Yes,Good,41.1,1.7,60.4,7.9,31.55,Fail
920,Male,No Education,Medium,Yes,Yes,Good,61.5,3.4,90.1,6.7,37.49,Fail
921,Female,No Education,High,No,No,Excellent,37.7,6.5,80.0,4.0,39.56,Fail
922,Male,Graduate,High,No,Yes,Good,58.6,8.7,71.6,7.4,48.51,Fail
923,Female,Secondary,Low,No,No,Good,58.3,1.3,62.6,7.0,37.33,Fail
924,Female,Secondary,Low,Yes,No,Average,71.4,0.7,64.2,7.2,40.05,Fail
925,Male,Secondary,Medium,Yes,Yes,Good,62.7,8.2,100.0,7.1,58.33,Pass
926,Male,Postgraduate,Medium,Yes,No,Good,71.4,5.3,75.0,5.4,51.95,Pass
927,Male,Secondary,Medium,No,Yes,Good,72.6,2.8,86.7,7.7,51.36,Pass
928,Female,Secondary,Low,No,Yes,Good,94.3,5.6,63.1,7.8,57.86,Pass
929,Female,Postgraduate,Low,No,No,Average,57.3,0.0,63.3,7.8,35.48,Fail
930,Male,Graduate,Medium,Yes,Yes,Average,47.9,4.5,91.2,,43.98,Fail
931,Male,Primary,Low,Yes,Yes,Good,65.7,5.2,54.8,7.7,50.32,Pass
932,Female,Graduate,High,Yes,No,Excellent,50.0,6.3,68.8,6.5,46.31,Fail
933,Female,Secondary,Low,Yes,Yes,Average,84.2,2.5,75.5,6.9,56.75,Pass
934,Female,Secondary,Low,Yes,No,Good,57.8,4.7,,7.1,51.41,Pass
935,Male,Primary,High,No,No,Good,53.5,2.6,72.3,7.1,43.09,Fail
936,Male,Primary,Medium,Yes,Yes,Poor,54.9,5.0,80.9,8.2,50.48,Pass
937,Male,Graduate,Medium,Yes,Yes,Good,72.8,,85.4,7.8,45.93,Fail
938,Female,Secondary,Low,Yes,No,Good,59.6,3.7,86.0,9.5,48.68,Fail
939,Male,Secondary,Medium,No,No,Good,52.4,,60.2,9.6,38.26,Fail
940,Female,Graduate,Medium,Yes,Yes,Excellent,87.0,,70.7,7.1,63.66,Pass
941,Male,Graduate,Medium,Yes,No,Average,49.2,6.2,92.9,4.0,53.31,Pass
942,Female,Primary,High,No,Yes,Average,62.5,4.0,88.4,8.5,46.05,Fail
943,Female,Graduate,Medium,Yes,No,Excellent,71.8,4.6,54.4,6.4,47.52,Fail
944,Female,Primary,Medium,Yes,Yes,Good,37.5,1.6,80.3,,37.34,Fail
945,Male,Graduate,Medium,Yes,Yes,Good,69.2,3.9,45.3,,44.22,Fail
946,Male,Graduate,Medium,Yes,Yes,Excellent,46.2,4.4,75.7,6.5,37.05,Fail
947,Male,Postgraduate,Low,No,No,Average,74.3,9.7,100.0,7.7,64.26,Pass
948,Female,Primary,Medium,No,No,Good,47.6,2.3,,5.1,37.45,Fail
949,Female,Primary,Medium,Yes,No,Average,72.4,7.4,62.5,5.7,51.01,Pass
950,Female,Secondary,Medium,Yes,Yes,Average,78.6,6.5,86.5,7.4,53.96,Pass
951,Female,Secondary,High,Yes,Yes,Average,74.9,5.1,,7.7,49.27,Fail
952,Female,Secondary,Medium,Yes,Yes,Excellent,65.8,8.0,65.5,7.8,55.52,Pass
953,Male,Postgraduate,High,Yes,No,Average,58.5,5.2,83.9,6.1,44.0,Fail
954,Female,Secondary,Low,Yes,No,Good,53.4,5.3,65.5,5.8,37.08,Fail
955,Male,Secondary,Medium,Yes,No,Excellent,84.1,4.4,71.5,6.4,53.38,Pass
956,Male,Graduate,High,No,Yes,Good,51.5,6.9,86.2,7.3,44.8,Fail
957,Male,Secondary,Medium,Yes,No,Good,46.4,6.7,81.3,8.8,40.62,Fail
958,Male,Graduate,Medium,Yes,Yes,Good,72.0,3.2,79.0,4.5,51.18,Pass
959,Male,Primary,Low,Yes,No,Average,50.1,1.9,69.9,6.7,30.43,Fail
960,Female,Secondary,Medium,No,Yes,Good,47.7,4.1,80.6,5.4,37.51,Fail
961,Male,No Education,Low,Yes,No,Good,40.3,2.9,73.1,5.0,46.35,Fail
962,Female,Primary,High,Yes,Yes,Excellent,54.8,4.4,81.9,8.2,48.38,Fail
963,Male,Postgraduate,Medium,Yes,Yes,Excellent,60.8,7.0,67.5,7.7,44.47,Fail
964,Male,Primary,High,No,No,Excellent,65.6,3.6,72.3,7.5,47.94,Fail
965,Male,Secondary,Medium,Yes,Yes,Excellent,76.3,4.4,60.2,8.1,51.24,Pass
966,Male,Secondary,Medium,No,Yes,Good,69.9,4.6,74.5,,54.26,Pass
967,Female,Secondary,Medium,No,No,Good,59.1,6.2,,6.5,46.28,Fail
968,Male,Postgraduate,High,No,No,Excellent,59.0,0.0,58.3,9.6,42.52,Fail
969,Female,No Education,High,Yes,No,Good,69.7,3.3,78.9,6.7,38.39,Fail
970,Male,Graduate,Low,Yes,Yes,Excellent,81.1,4.9,78.2,,50.02,Pass
971,Female,Postgraduate,Medium,Yes,No,Good,63.9,6.9,86.7,7.0,54.34,Pass
972,Female,Graduate,Medium,No,No,Good,55.0,3.5,68.5,4.8,43.2,Fail
973,Female,Postgraduate,Low,Yes,Yes,Good,47.1,0.7,81.1,4.5,35.62,Fail
974,Male,Primary,Medium,Yes,No,Excellent,40.3,5.7,83.3,6.3,43.46,Fail
975,Male,Secondary,High,Yes,Yes,Average,72.0,3.2,81.7,8.3,47.84,Fail
976,Male,Secondary,Medium,Yes,Yes,Good,70.7,2.1,62.6,7.9,43.21,Fail
977,Female,Graduate,Medium,Yes,Yes,Good,70.7,3.3,77.2,,54.97,Pass
978,Male,Postgraduate,Medium,Yes,Yes,Average,60.1,4.1,80.5,5.8,52.55,Pass
979,Male,Secondary,Medium,Yes,No,Good,83.1,3.3,75.1,,47.95,Fail
980,Female,Graduate,Low,No,No,Good,54.7,0.1,43.7,5.8,26.38,Fail
981,Male,Primary,Medium,Yes,No,Good,76.3,6.3,,7.3,51.08,Pass
982,Female,Graduate,High,Yes,No,Average,61.4,7.0,,7.0,49.32,Fail
983,Male,Secondary,Medium,Yes,Yes,Good,52.9,5.8,69.6,6.8,40.53,Fail
984,Male,Postgraduate,Low,Yes,No,Good,70.9,2.2,64.1,8.6,50.64,Pass
985,Female,Graduate,Low,No,No,Good,68.1,4.1,80.6,6.2,51.32,Pass
986,Male,Secondary,Low,Yes,Yes,Average,67.4,4.5,79.7,5.4,51.82,Pass
987,Female,Primary,Medium,Yes,No,Excellent,63.2,5.7,92.9,7.0,46.24,Fail
988,Male,Primary,High,Yes,No,Good,61.4,5.8,56.1,6.5,48.71,Fail
989,Male,Secondary,Low,No,No,Good,97.8,3.0,86.0,10.0,45.73,Fail
990,Female,Secondary,High,Yes,No,Good,79.8,4.7,83.9,7.8,59.74,Pass
991,Female,Postgraduate,Medium,No,Yes,Good,72.8,5.4,72.9,6.5,56.18,Pass
992,Female,Graduate,Medium,Yes,Yes,Good,63.7,7.4,80.1,5.7,50.06,Pass
993,Male,Secondary,High,Yes,Yes,Good,77.1,5.9,90.4,4.7,64.13,Pass
994,Female,Primary,Low,Yes,No,Good,,6.1,88.1,5.8,50.71,Pass
995,Male,Postgraduate,High,No,No,Good,62.4,4.7,57.9,7.1,43.59,Fail
996,Male,Graduate,Low,Yes,No,Good,57.4,7.3,87.3,8.7,52.91,Pass
997,Female,Primary,Medium,No,Yes,Average,60.8,5.3,74.0,8.3,62.06,Pass
998,Male,Graduate,High,Yes,Yes,Good,20.0,2.8,76.1,7.3,38.23,Fail
999,Female,Secondary,High,Yes,No,Average,65.2,7.3,76.1,6.6,54.46,Pass
1000,Male,Primary,Medium,Yes,No,Average,54.7,5.9,72.7,7.3,39.89,Fail
1001,Male,Secondary,Medium,No,Yes,Excellent,85.9,3.6,92.9,6.4,59.36,Pass
1002,Female,Secondary,Medium,Yes,No,Good,62.3,3.5,73.7,9.1,41.44,Fail
1003,Female,Primary,High,No,No,Good,44.2,5.1,58.2,6.8,40.29,Fail
1004,Female,Postgraduate,Low,No,No,Good,61.3,5.4,69.1,6.9,46.73,Fail
1005,Female,Graduate,High,No,No,Excellent,46.3,4.9,77.7,4.3,36.92,Fail
1006,Female,Graduate,Medium,Yes,Yes,Good,69.1,5.1,93.4,6.8,55.54,Pass
1007,Female,Secondary,Medium,Yes,No,Good,66.4,7.9,84.0,8.0,49.67,Fail
1008,Female,Secondary,Medium,No,No,Good,76.4,6.6,62.2,5.7,50.93,Pass
1009,Male,Graduate,Medium,Yes,Yes,Excellent,50.1,4.9,100.0,6.1,45.79,Fail
1010,Male,Secondary,High,Yes,Yes,Excellent,62.5,6.4,79.0,8.0,50.59,Pass
1011,Male,Primary,Medium,Yes,No,Excellent,41.5,2.4,94.1,5.2,45.73,Fail
1012,Female,Secondary,High,Yes,Yes,Average,72.5,5.3,72.7,,50.71,Pass
1013,Female,Graduate,Low,Yes,Yes,Average,69.8,8.1,83.0,6.4,53.5,Pass
1014,Male,Secondary,Medium,Yes,No,Average,,4.1,87.6,6.5,50.35,Pass
1015,Female,Primary,High,Yes,Yes,Average,62.0,2.8,,5.7,48.47,Fail
1016,Female,Graduate,Medium,Yes,No,Excellent,68.2,3.2,90.9,7.5,46.59,Fail
1017,Male,Secondary,Medium,Yes,Yes,Poor,86.1,2.3,88.1,10.0,57.56,Pass
1018,Female,Secondary,Medium,Yes,No,Poor,57.7,2.9,70.3,7.9,48.74,Fail
1019,Female,Primary,High,Yes,Yes,Average,64.1,3.8,66.4,6.0,47.43,Fail
1020,Male,Secondary,High,Yes,Yes,Average,45.7,1.7,80.0,8.4,40.11,Fail
1021,Female,Graduate,Low,Yes,Yes,Average,49.0,4.5,89.0,6.6,49.27,Fail
1022,Male,Secondary,High,Yes,No,Excellent,63.5,6.3,71.7,,50.82,Pass
1023,Female,Secondary,Medium,Yes,No,Good,78.6,2.7,91.0,8.0,58.51,Pass
1024,Female,Postgraduate,Low,No,Yes,Poor,58.2,7.5,96.8,4.0,43.87,Fail
1025,Female,Postgraduate,High,Yes,No,Good,58.5,5.5,61.3,5.8,36.29,Fail
1026,Male,Postgraduate,Medium,No,No,Good,55.9,6.6,62.4,8.1,48.87,Fail
1027,Female,Secondary,High,Yes,No,Average,54.0,3.2,72.9,7.2,34.61,Fail
1028,Female,Secondary,Low,Yes,Yes,Good,66.4,6.2,79.6,5.8,53.27,Pass
1029,Male,Postgraduate,Low,Yes,No,Good,39.5,2.3,67.1,6.2,33.54,Fail
1030,Female,Graduate,Medium,Yes,Yes,Good,81.2,6.3,95.3,4.7,56.06,Pass
1031,Male,No Education,Low,Yes,Yes,Good,52.0,4.8,81.4,6.9,46.22,Fail
1032,Female,Primary,High,Yes,No,Poor,72.8,5.6,75.6,9.7,52.25,Pass
1033,Male,Secondary,Low,Yes,No,Excellent,43.0,2.1,53.5,8.0,42.83,Fail
1034,Male,Postgraduate,Medium,Yes,Yes,Excellent,72.0,2.7,,9.6,46.58,Fail
1035,Male,Secondary,Low,Yes,Yes,Excellent,72.1,5.7,79.2,8.1,60.01,Pass
1036,Female,Secondary,Low,No,No,Poor,67.8,2.6,43.0,8.2,39.64,Fail
1037,Male,Primary,High,Yes,No,Excellent,47.1,5.4,90.2,9.4,42.84,Fail
1038,Female,Graduate,Low,Yes,Yes,Excellent,65.7,1.8,72.6,7.5,49.41,Fail
1039,Male,Graduate,Medium,Yes,No,Excellent,44.3,6.2,100.0,6.8,51.86,Pass
1040,Male,Secondary,High,Yes,Yes,Average,58.2,2.0,100.0,8.2,49.68,Fail
1041,Female,Graduate,Medium,No,Yes,Good,77.4,5.6,72.3,,54.1,Pass
1042,Female,Postgraduate,High,Yes,No,Excellent,74.0,5.8,73.4,6.4,49.98,Fail
1043,Male,Secondary,Low,Yes,Yes,Good,62.2,3.1,89.9,6.1,45.14,Fail
1044,Female,Secondary,Low,No,Yes,Good,47.4,,100.0,7.2,51.31,Pass
1045,Female,Secondary,High,Yes,No,Excellent,71.7,5.0,50.4,8.0,43.69,Fail
1046,Female,Graduate,Medium,Yes,No,Good,62.3,3.4,48.2,8.0,39.03,Fail
1047,Male,Graduate,Medium,No,Yes,Good,27.2,2.5,65.7,5.3,31.84,Fail
1048,Male,Graduate,Medium,Yes,No,Good,,0.6,83.7,9.3,46.73,Fail
1049,Female,Graduate,Medium,Yes,No,Excellent,61.6,5.2,82.5,6.2,42.57,Fail
1050,Male,Secondary,Low,Yes,Yes,Poor,80.0,1.4,91.0,6.7,60.2,Pass
